date,steps,active_energy_kcal,exercise_min,distance_km
2023-02-19,5303,278.62,1.0,3.74
2023-02-20,8751,278.77,17.0,6.33
2023-02-21,22760,591.38,64.0,16.62
2023-02-22,11274,364.59,38.0,8.18
2023-02-23,11513,554.0,46.0,8.71
2023-02-24,34134,830.84,89.0,25.85
2023-02-25,16797,351.26,19.0,12.34
2023-02-26,17267,307.27,14.0,12.21
2023-02-27,17026,809.44,156.0,12.98
2023-02-28,28442,520.96,25.0,20.52
2023-03-01,14567,333.08,34.0,10.64
2023-03-02,3759,98.99,8.0,2.7
2023-03-03,3214,30.26,0,2.4
2023-03-04,5105,137.33,5.0,3.71
2023-03-05,5394,147.58,19.0,3.99
2023-03-06,16443,386.98,49.0,11.97
2023-03-07,8957,580.42,74.0,6.6
2023-03-08,21204,411.88,31.0,15.2
2023-03-09,13944,900.33,115.0,10.59
2023-03-10,11029,376.86,39.0,8.57
2023-03-11,28541,669.77,153.0,20.43
2023-03-12,12629,667.25,107.0,9.11
2023-03-13,8175,398.18,45.0,5.66
2023-03-14,7073,81.65,29.0,5.38
2023-03-15,3825,226.51,47.0,2.79
2023-03-16,16581,540.15,62.0,12.57
2023-03-17,24882,436.84,31.0,18.06
2023-03-18,13341,413.42,45.0,9.79
2023-03-19,26798,572.11,51.0,21.21
2023-03-20,24811,992.92,102.0,27.96
2023-03-21,23643,481.81,55.0,17.41
2023-03-22,15462,355.66,22.0,11.41
2023-03-23,13751,350.72,15.0,9.98
2023-03-24,14968,660.56,95.0,11.37
2023-03-25,15645,436.85,54.0,11.38
2023-03-26,15601,555.21,100.0,11.2
2023-03-27,9165,301.16,13.0,6.7
2023-03-28,22080,680.24,99.0,16.72
2023-03-29,14476,662.43,120.0,10.66
2023-03-30,14921,1003.57,119.0,11.26
2023-03-31,23921,904.31,140.0,17.21
2023-04-01,38295,717.1,150.0,27.73
2023-04-02,15050,402.39,52.0,11.24
2023-04-03,15804,604.67,73.0,11.45
2023-04-04,13535,608.15,52.0,10.14
2023-04-05,14297,338.28,13.0,10.42
2023-04-06,17397,631.59,82.0,12.92
2023-04-07,12024,330.86,59.0,9.15
2023-04-08,13366,333.07,8.0,9.77
2023-04-09,18726,659.92,84.0,14.11
2023-04-10,29947,885.6,97.0,22.94
2023-04-11,13947,657.91,58.0,10.22
2023-04-12,11154,607.75,48.0,8.02
2023-04-13,20263,1368.93,167.0,15.15
2023-04-14,10363,483.81,38.0,7.53
2023-04-15,29080,493.67,89.0,21.04
2023-04-16,19964,716.3,84.0,14.41
2023-04-17,29196,1303.2,202.0,21.9
2023-04-18,28234,923.27,115.0,20.32
2023-04-19,20087,827.46,109.0,14.34
2023-04-20,24912,559.82,78.0,17.51
2023-04-21,21882,711.3,79.0,15.36
2023-04-22,13361,314.05,25.0,10.03
2023-04-23,15838,507.1,64.0,11.97
2023-04-24,11578,762.73,177.0,8.65
2023-04-25,20044,485.72,63.0,15.26
2023-04-26,14832,513.04,84.0,11.15
2023-04-27,5995,194.12,17.0,4.26
2023-04-28,21412,472.58,41.0,14.87
2023-04-29,23265,564.91,91.0,16.08
2023-04-30,6660,344.13,46.0,5.31
2023-05-01,13447,265.3,15.0,9.91
2023-05-02,12571,537.47,47.0,9.31
2023-05-03,16549,376.12,11.0,11.81
2023-05-04,15351,369.65,63.0,11.16
2023-05-05,11539,304.38,20.0,8.14
2023-05-06,11254,228.66,15.0,8.15
2023-05-07,31385,621.52,68.0,22.62
2023-05-08,8149,259.78,10.0,5.87
2023-05-09,6317,214.56,9.0,4.83
2023-05-10,31603,1249.12,250.0,23.17
2023-05-11,20546,448.11,41.0,15.04
2023-05-12,19208,426.27,31.0,13.93
2023-05-13,27803,590.38,57.0,20.69
2023-05-14,20780,498.92,46.0,15.25
2023-05-15,12016,498.68,58.0,8.98
2023-05-16,16468,609.47,85.0,12.4
2023-05-17,31079,743.29,70.0,23.29
2023-05-18,17225,687.61,79.0,13.34
2023-05-19,14238,548.86,66.0,10.31
2023-05-20,11096,761.74,153.0,8.33
2023-05-21,21579,593.15,65.0,16.17
2023-05-22,18306,631.56,90.0,14.26
2023-05-23,17142,671.64,82.0,13.01
2023-05-24,13010,500.9,45.0,10.11
2023-05-25,11921,343.11,30.0,9.09
2023-05-26,13502,334.57,32.0,10.26
2023-05-27,25979,514.22,55.0,18.5
2023-05-28,21696,666.12,88.0,15.93
2023-05-29,39471,778.66,92.0,28.85
2023-05-30,14048,292.3,7.0,10.12
2023-05-31,15078,307.12,31.0,11.54
2023-06-01,28243,618.49,69.0,20.98
2023-06-02,34045,677.69,55.0,25.49
2023-06-03,50172,862.7,106.0,37.41
2023-06-04,13559,58.22,6.0,10.35
2023-06-05,34787,741.89,66.0,26.17
2023-06-06,41216,811.17,95.0,31.16
2023-06-07,28448,575.92,41.0,21.05
2023-06-08,27239,564.53,31.0,19.79
2023-06-09,17288,577.34,53.0,12.83
2023-06-10,48965,881.26,95.0,35.11
2023-06-11,47186,830.29,113.0,33.37
2023-06-12,8367,255.7,19.0,6.21
2023-06-13,31938,633.77,52.0,22.8
2023-06-14,9365,844.89,176.0,7.0
2023-06-15,31902,679.4,81.0,22.86
2023-06-16,21574,422.56,44.0,15.82
2023-06-17,30960,800.15,109.0,22.31
2023-06-18,7847,46.22,4.0,5.78
2023-06-19,9894,3.2,1.0,7.35
2023-06-20,6285,0,0,4.59
2023-06-21,13450,0,0,9.88
2023-06-22,6202,0,0,4.43
2023-06-23,6763,0,0,5.03
2023-06-24,6998,0,0,5.23
2023-06-25,12477,0,0,8.96
2023-06-26,7945,0,0,5.51
2023-06-27,4646,0,0,3.39
2023-06-28,10071,0,0,7.29
2023-06-29,18495,273.71,24.0,13.57
2023-06-30,5095,30.57,1.0,3.74
2023-07-01,12300,0,0,9.1
2023-07-02,15440,1226.9,185.0,11.52
2023-07-03,8882,260.3,12.0,6.5
2023-07-04,9830,614.86,82.0,7.39
2023-07-05,11842,824.07,181.0,9.11
2023-07-06,9579,354.71,12.0,7.12
2023-07-07,19698,623.38,78.0,14.72
2023-07-08,28696,627.82,38.0,21.14
2023-07-09,25472,1427.03,262.0,18.95
2023-07-10,10897,847.61,192.0,8.22
2023-07-11,12013,332.06,31.0,8.96
2023-07-12,20387,468.73,30.0,15.12
2023-07-13,6257,281.59,11.0,4.65
2023-07-14,13993,251.52,32.0,10.37
2023-07-15,19075,515.51,34.0,14.19
2023-07-16,29577,716.21,97.0,21.38
2023-07-17,28822,811.8,113.0,21.1
2023-07-18,14167,995.13,124.0,11.45
2023-07-19,18600,526.98,51.0,13.53
2023-07-20,35691,796.08,59.0,26.14
2023-07-21,19902,366.82,32.0,14.44
2023-07-22,20403,769.96,102.0,15.0
2023-07-23,17144,952.24,138.0,12.67
2023-07-24,9571,296.85,26.0,7.21
2023-07-25,15541,354.56,28.0,11.61
2023-07-26,15286,507.32,82.0,11.17
2023-07-27,12795,876.38,181.0,9.44
2023-07-28,10101,961.01,233.0,7.39
2023-07-29,10926,698.59,161.0,7.92
2023-07-30,10024,290.79,31.0,7.43
2023-07-31,37105,573.83,61.0,26.37
2023-08-01,14179,421.23,71.0,10.7
2023-08-02,22487,743.82,106.0,16.54
2023-08-03,15196,697.04,68.0,11.4
2023-08-04,9385,112.73,7.0,6.89
2023-08-05,18492,2.82,0,14.59
2023-08-06,9723,227.57,8.0,6.88
2023-08-07,7384,382.71,44.0,5.4
2023-08-08,12841,226.22,13.0,9.27
2023-08-09,4924,25.6,1.0,3.58
2023-08-10,3345,0.08,0,2.46
2023-08-11,7869,0,0,5.61
2023-08-12,13257,0,0,9.4
2023-08-13,17271,0,0,13.21
2023-08-14,8846,0,0,6.29
2023-08-15,14959,0,0,11.29
2023-08-16,3301,0,0,2.42
2023-08-17,2437,0,0,1.87
2023-08-18,11516,0,0,8.26
2023-08-19,16159,1214.87,215.0,12.81
2023-08-20,12478,42.4,2.0,9.36
2023-08-21,7058,0.27,0,5.07
2023-08-22,7052,0.16,0,4.87
2023-08-23,3556,0,0,2.58
2023-08-24,9072,0,0,6.62
2023-08-25,3947,0,0,2.85
2023-08-26,4109,0,0,2.98
2023-08-27,10994,0,0,8.14
2023-08-28,7412,0,0,5.26
2023-08-29,7817,0,0,5.77
2023-08-30,9377,0,0,6.86
2023-08-31,2491,0,0,1.79
2023-09-01,8336,0,0,6.14
2023-09-02,8096,0,0,5.96
2023-09-03,6640,0,0,5.0
2023-09-04,7599,0,0,5.52
2023-09-05,11516,0,0,8.41
2023-09-06,6132,0,0,4.57
2023-09-07,6190,0,0,4.54
2023-09-08,8712,0,0,7.24
2023-09-09,5372,0,0,3.84
2023-09-10,15847,0,0,11.49
2023-09-11,8061,0,0,5.86
2023-09-12,5832,0,0,4.33
2023-09-13,12172,204.47,5.0,9.16
2023-09-14,21863,787.66,125.0,16.09
2023-09-15,12873,174.08,27.0,9.67
2023-09-16,5235,0,0,3.8
2023-09-17,17172,0,0,12.46
2023-09-18,9427,0,0,6.96
2023-09-19,9679,0,0,7.08
2023-09-20,1384,0,0,0.94
2023-09-21,12396,0,0,9.28
2023-09-22,10969,0,0,8.08
2023-09-23,9790,0,0,7.09
2023-09-24,12875,0,0,9.43
2023-09-25,6919,0,0,5.02
2023-09-26,7978,0,0,5.82
2023-09-27,5822,0,0,4.26
2023-09-28,2348,0,0,1.82
2023-09-29,1199,0,0,0.86
2023-09-30,8035,0,0,5.76
2023-10-01,1022,0,0,0.8
2023-10-02,6426,0,0,5.23
2023-10-03,5498,0,0,4.15
2023-10-04,13161,0,0,9.38
2023-10-05,12026,0,0,8.48
2023-10-06,15565,0,0,11.23
2023-10-07,15749,428.73,46.0,11.62
2023-10-08,15621,250.56,22.0,11.45
2023-10-09,9666,0,0,6.97
2023-10-10,19012,353.56,37.0,14.09
2023-10-11,15252,285.29,28.0,11.2
2023-10-12,12123,259.44,7.0,8.69
2023-10-13,21339,496.1,25.0,15.78
2023-10-14,858,1.59,1.0,0.64
2023-10-15,9649,0.06,0,7.18
2023-10-16,10216,0,0,7.45
2023-10-17,10761,0,0,7.75
2023-10-18,11811,0,0,8.84
2023-10-19,10723,0,0,8.0
2023-10-20,15849,444.06,49.0,11.94
2023-10-21,23663,861.82,144.0,18.09
2023-10-22,5844,0,0,4.18
2023-10-23,6174,0,0,4.56
2023-10-24,11851,0,0,8.32
2023-10-25,9564,0,0,6.94
2023-10-26,4377,0,0,3.39
2023-10-27,10179,0,0,7.2
2023-10-28,4174,0,0,3.13
2023-10-29,9034,0,0,6.81
2023-10-30,4865,0,0,3.61
2023-10-31,7197,0,0,5.31
2023-11-01,7422,0,0,5.56
2023-11-02,5488,0,0,4.21
2023-11-03,10030,0,0,7.55
2023-11-04,1900,0,0,1.48
2023-11-05,3180,0,0,2.39
2023-11-06,4568,0,0,3.38
2023-11-07,5134,0,0,3.81
2023-11-08,5855,0,0,4.26
2023-11-09,4998,0,0,3.61
2023-11-10,8421,0,0,6.19
2023-11-11,6316,0,0,4.45
2023-11-12,6180,0,0,4.54
2023-11-13,6467,0,0,4.7
2023-11-14,9231,0,0,6.49
2023-11-15,14274,0,0,10.49
2023-11-16,8621,0,0,6.38
2023-11-17,7729,0,0,5.82
2023-11-18,9406,0,0,6.68
2023-11-19,3306,0,0,2.41
2023-11-20,3775,0,0,2.79
2023-11-21,3871,0,0,2.76
2023-11-22,1541,0,0,1.13
2023-11-23,5151,0,0,3.7
2023-11-24,9496,0,0,6.74
2023-11-25,7348,0,0,5.32
2023-11-26,3373,0,0,2.52
2023-11-27,5761,0,0,4.13
2023-11-28,4941,0,0,3.42
2023-11-29,8481,0,0,6.2
2023-11-30,7034,0,0,5.12
2023-12-01,6641,0,0,4.75
2023-12-02,13479,0,0,10.08
2023-12-03,16358,0,0,11.82
2023-12-04,8617,0,0,6.58
2023-12-05,11466,0,0,8.57
2023-12-06,7497,0,0,5.48
2023-12-07,10223,0,0,7.33
2023-12-08,4741,0,0,3.41
2023-12-09,81,0,0,0.07
2023-12-10,6838,0,0,4.93
2023-12-11,4149,0,0,2.98
2023-12-12,170,0,0,0.13
2023-12-13,8071,0,0,5.95
2023-12-14,9794,0,0,7.09
2023-12-15,1810,0,0,1.33
2023-12-16,7555,0,0,5.48
2023-12-17,3435,0,0,2.52
2023-12-18,8168,0,0,5.92
2023-12-19,14047,0,0,9.82
2023-12-20,7462,0,0,5.45
2023-12-21,4396,0,0,3.2
2023-12-22,4930,0,0,3.55
2023-12-23,2356,0,0,1.78
2023-12-24,8153,0,0,5.02
2023-12-25,4634,0,0,3.24
2023-12-26,4500,0,0,3.49
2023-12-27,13131,0,0,9.65
2023-12-28,8222,0,0,6.03
2023-12-29,8134,0,0,5.77
2023-12-30,6649,0,0,5.05
2023-12-31,3911,0,0,2.92
2024-01-01,3681,0,0,2.88
2024-01-02,4573,7.4,0,3.28
2024-01-03,10522,324.59,15.0,7.9
2024-01-04,3415,161.03,3.0,2.53
2024-01-05,14096,913.53,201.0,10.51
2024-01-06,2376,18.48,1.0,1.77
2024-01-12,1614,0,0,1.17
2024-01-13,3617,0,0,2.71
2024-01-17,8,0,0,0.01
2024-02-02,2368,0,0,1.75
2024-02-03,36,0,0,0.02
2024-02-04,1058,0,0,0.66
2024-02-05,719,0,0,0.56
2024-02-06,5054,0,0,3.55
2024-02-09,5635,0,0,4.22
2024-02-10,313,0,0,0.2
2024-02-11,46,0,0,0.04
2024-03-19,50,0,0,0.04
2024-06-16,2479,0,0,1.85
2024-06-17,9025,0,0,7.13
2024-06-18,13278,0,0,9.67
2024-06-19,10212,0,0,7.82
2024-06-20,7266,0,0,5.54
2024-06-21,11202,0,0,8.74
2024-06-22,6481,0,0,4.64
2024-06-24,4755,0,0,3.49
2024-06-30,1929,0,0,1.34
2024-07-02,7467,0,0,5.23
2024-07-03,3965,0,0,2.69
2024-07-04,11095,0,0,8.03
2024-07-05,10599,0,0,7.62
2024-07-06,17322,0,0,13.08
2024-07-07,8580,0,0,6.26
2024-07-08,17077,0,0,12.58
2024-07-09,14632,0,0,10.86
2024-07-10,22652,0,0,16.81
2024-07-11,7818,0,0,5.77
2024-07-12,2705,0,0,1.94
2024-07-16,6,0,0,0.0
2024-09-12,3527,0,0,2.47
2024-09-13,18338,0,0,14.55
2024-09-14,23128,0,0,16.94
2024-09-15,18851,0,0,13.98
2024-09-16,19155,0,0,14.39
2024-09-17,13613,0,0,10.22
2024-09-18,23563,0,0,17.62
2024-09-19,18916,0,0,13.91
2024-09-20,16964,0,0,12.44
2024-09-21,24747,0,0,18.78
2024-09-22,18039,0,0,13.14
2024-09-23,2714,0,0,2.07
2024-09-24,4280,0,0,3.32
2024-09-26,4161,0,0,2.99
2024-10-13,477,0,0,0.35
2024-10-14,3666,0,0,2.57
2024-11-08,11322,0,0,8.54
2024-11-09,12086,0,0,8.91
2024-11-10,615,0,0,0.44
2024-11-16,3705,0,0,2.69
2024-11-17,8589,0,0,6.33
2024-11-21,4697,0,0,3.46
2024-12-29,9350,0,0,6.6
2024-12-30,13,0,0,0.01
2025-01-02,9403,0,0,6.39
2025-01-03,54,0,0,0.04
2025-01-04,5138,0,0,3.77
2025-01-05,14404,0,0,10.34
2025-01-06,9551,0,0,7.06
2025-01-07,11562,0,0,8.75
2025-01-08,5789,0,0,4.37
2025-01-09,10260,0,0,7.71
2025-01-10,3744,0,0,2.7
2025-01-11,125,0,0,0.1
2025-01-12,4924,0,0,3.39
2025-01-13,1234,0,0,0.85
2025-01-14,12827,0,0,9.06
2025-01-15,4236,0,0,3.06
2025-01-16,2680,0,0,1.84
2025-01-17,4461,0,0,3.55
2025-01-18,13157,0,0,9.73
2025-01-19,6805,0,0,4.78
2025-01-20,5438,0,0,3.93
2025-01-21,8,0,0,0.01
2025-01-22,8148,0,0,5.96
2025-03-02,4478,0,0,3.27
2025-03-03,15818,0,0,11.42
2025-03-04,14835,0,0,10.87
2025-03-05,12884,0,0,9.1
2025-03-06,19236,0,0,14.44
2025-03-07,12168,0,0,8.8
2025-03-08,17398,0,0,12.86
2025-03-09,7128,0,0,5.01
2025-03-10,5085,0,0,3.47
2025-03-11,9802,0,0,7.07
2025-03-12,4851,0,0,3.37
2025-03-13,4116,0,0,2.87
2025-03-14,73,0,0,0.06
2025-03-15,9033,0,0,6.53
2025-03-16,4460,0,0,3.09
2025-03-17,6968,0,0,4.81
2025-03-18,6026,0,0,4.4
2025-03-19,5313,0,0,3.84
2025-03-20,964,0,0,0.71
2025-03-21,4910,0,0,3.48
2025-03-22,6109,0,0,4.61
2025-03-23,7265,0,0,5.25
2025-03-24,5243,0,0,3.75
2025-03-25,3826,0,0,2.68
2025-03-26,9493,0,0,6.91
2025-03-27,8966,0,0,6.31
2025-03-28,2621,0,0,2.13
2025-03-29,3684,0,0,2.49
2025-03-30,3718,0,0,2.57
2025-04-01,986,0,0,0.73
2025-04-02,6550,0,0,4.77
2025-04-03,1967,0,0,1.34
2025-04-04,5718,0,0,4.18
2025-04-05,3854,0,0,2.71
2025-04-06,7581,0,0,5.52
2025-04-07,2565,0,0,1.86
2025-04-08,8267,0,0,6.64
2025-04-09,14643,0,0,10.65
2025-04-10,12339,0,0,8.88
2025-04-11,6536,0,0,4.81
2025-04-12,3821,0,0,2.95
2025-04-13,3451,0,0,2.47
2025-04-14,5885,0,0,4.55
2025-04-15,6611,0,0,4.95
2025-04-16,5867,0,0,4.15
2025-04-17,9621,0,0,7.08
2025-04-18,2832,0,0,2.03
2025-04-19,9212,0,0,6.88
2025-04-20,5437,0,0,3.92
2025-04-21,4457,0,0,3.06
2025-04-22,3954,0,0,3.2
2025-04-23,5659,0,0,4.14
2025-04-24,10280,0,0,7.3
2025-04-25,7881,0,0,5.78
2025-04-26,18749,0,0,14.15
2025-04-27,13362,0,0,9.51
2025-04-28,4905,0,0,3.53
2025-04-29,5543,0,0,4.21
2025-04-30,18207,0,0,14.85
2025-05-01,6341,0,0,4.54
2025-05-02,5979,0,0,4.23
2025-05-03,15152,0,0,10.99
2025-05-04,11005,0,0,7.9
2025-05-05,7256,0,0,5.31
2025-05-06,6269,0,0,4.62
2025-05-07,6725,0,0,4.93
2025-05-08,4932,0,0,3.63
2025-05-09,5797,0,0,4.08
2025-05-10,8040,0,0,6.0
2025-05-11,8345,0,0,6.49
2025-05-12,7966,0,0,5.7
2025-05-13,5777,0,0,4.21
2025-05-14,5937,0,0,4.14
2025-05-15,10974,0,0,7.86
2025-05-16,3251,0,0,2.37
2025-05-17,6388,0,0,4.43
2025-05-18,3088,0,0,2.16
2025-05-19,8380,0,0,5.79
2025-05-20,4692,0,0,3.33
2025-05-21,7421,0,0,5.37
2025-05-22,8644,0,0,5.83
2025-05-23,6327,0,0,4.42
2025-05-24,6408,0,0,4.96
2025-05-25,6544,0,0,4.73
2025-05-26,8086,0,0,5.59
2025-05-27,10219,0,0,7.31
2025-05-28,4931,0,0,3.58
2025-05-29,4725,0,0,3.29
2025-05-30,12931,0,0,9.87
2025-05-31,4864,0,0,3.51
2025-06-01,13359,0,0,9.15
2025-06-02,7277,0,0,5.2
2025-06-03,1604,0,0,1.17
2025-06-04,12007,0,0,8.8
2025-06-05,2231,0,0,1.61
2025-06-06,11584,0,0,8.26
2025-06-07,16996,0,0,12.04
2025-06-08,4386,0,0,3.18
2025-06-09,14237,0,0,11.0
2025-06-10,9921,0,0,7.38
2025-06-11,4863,0,0,3.35
2025-06-12,3241,0,0,2.31
2025-06-13,42,0,0,0.04
2025-06-14,5834,0,0,4.18
2025-06-15,5354,0,0,3.77
2025-06-16,729,0,0,0.53
2025-06-17,8349,0,0,5.9
2025-06-18,1459,0,0,1.07
2025-06-19,2572,0,0,1.77
2025-06-20,13059,0,0,9.03
2025-06-21,13730,0,0,10.05
2025-06-22,6864,0,0,4.92
2025-06-23,5445,0,0,3.76
2025-06-24,7090,0,0,5.06
2025-06-25,8448,0,0,6.21
2025-06-26,8601,0,0,6.25
2025-06-27,379,0,0,0.28
2025-06-28,2222,0,0,1.63
2025-06-29,1730,0,0,1.26
2025-06-30,514,0,0,0.38
2025-07-01,4866,0,0,3.5
2025-07-02,2514,0,0,1.77
2025-07-03,7613,0,0,5.62
2025-07-04,8129,0,0,5.84
2025-07-12,6323,0,0,4.59
2025-07-13,2408,0,0,1.8
2025-07-14,1396,0,0,1.01
2025-07-20,8189,0,0,6.35
2025-07-21,3916,0,0,2.98
2025-07-22,9011,0,0,6.42
2025-07-23,740,0,0,0.48
2025-07-25,9194,0,0,6.63
2025-07-26,12180,0,0,9.03
2025-07-27,9922,0,0,7.06
2025-07-28,3443,0,0,2.46
2025-07-29,3103,0,0,2.21
2025-07-30,1323,0,0,0.96
2025-08-02,8609,0,0,6.21
2025-08-03,7889,0,0,5.99
2025-08-05,8745,0,0,6.42
2025-08-06,7310,196.77,15.0,5.31
2025-08-07,3520,446.85,70.0,2.84
2025-08-08,10217,468.89,68.0,7.07
2025-08-09,5412,482.05,59.0,3.84
2025-08-10,14833,582.74,94.0,10.97
2025-08-11,10088,484.06,73.0,7.34
2025-08-12,13964,444.3,55.0,10.14
2025-08-13,21587,544.32,90.0,15.68
2025-08-14,16470,555.56,100.0,11.65
2025-08-15,22571,728.07,93.0,15.58
2025-08-16,17918,452.36,39.0,13.19
2025-08-17,12447,439.06,97.0,9.26
2025-08-18,11869,514.19,72.0,9.03
2025-08-19,7793,454.21,106.0,5.7
2025-08-20,7418,482.63,84.0,5.57
2025-08-21,13275,528.78,73.0,9.77
2025-08-22,11430,483.37,136.0,8.21
2025-08-23,11232,507.38,91.0,8.45
2025-08-24,22643,840.42,121.0,17.7
2025-08-25,14733,489.96,83.0,10.56
2025-08-26,23942,552.12,61.0,17.79
2025-08-27,24593,609.24,100.0,19.41
2025-08-28,27345,670.87,145.0,18.8
2025-08-29,10781,435.45,79.0,7.7
2025-08-30,30252,796.07,91.0,22.34
2025-08-31,25195,516.56,42.0,17.77
2025-09-01,15316,471.44,64.0,10.56
2025-09-02,21874,641.48,98.0,16.04
2025-09-03,5438,358.01,51.0,3.95
2025-09-04,6740,263.24,9.0,4.92
2025-09-05,8932,194.35,11.0,6.36
2025-09-06,7569,27.96,0,5.45
2025-09-07,20114,796.31,174.0,14.98
2025-09-08,22581,456.86,47.0,16.51
2025-09-09,26168,469.83,76.0,19.25
2025-09-10,20498,433.29,37.0,15.02
2025-09-11,20494,450.01,37.0,15.29
2025-09-12,21129,551.9,82.0,15.05
2025-09-13,49109,959.89,145.0,35.48
2025-09-14,22979,562.62,61.0,19.45
2025-09-15,20739,796.0,125.0,15.87
2025-09-16,16187,547.57,61.0,12.04
2025-09-17,15286,450.59,67.0,10.8
2025-09-18,17647,636.24,90.0,12.7
2025-09-19,21302,527.53,87.0,15.36
2025-09-20,20681,485.87,38.0,15.22
2025-09-21,34736,717.49,70.0,25.39
2025-09-22,15358,558.28,58.0,11.15
2025-09-23,15365,554.88,92.0,13.78
2025-09-24,14873,484.02,64.0,10.54
2025-09-25,13801,480.95,68.0,12.28
2025-09-26,11620,360.62,36.0,8.96
2025-09-27,8782,504.2,66.0,6.61
2025-09-28,17169,382.92,38.0,12.7
2025-09-29,21619,492.63,66.0,17.25
2025-09-30,18512,607.28,57.0,13.46
2025-10-01,23648,578.28,66.0,17.51
2025-10-02,42838,706.33,100.0,31.55
2025-10-03,33995,513.26,56.0,23.48
2025-10-04,23914,366.04,53.0,16.13
2025-10-05,24610,294.9,30.0,16.84
2025-10-06,15780,325.21,36.0,10.97
2025-10-07,9998,0,0,6.96
2025-10-08,18234,0,0,10.91
2025-10-09,20662,507.93,57.0,13.76
2025-10-10,15213,128.9,24.0,9.2
2025-10-11,23417,149.58,27.0,14.44
2025-10-12,10937,0,0,6.77
2025-10-13,13484,0,0,8.44
2025-10-14,8587,0,0,5.03
2025-10-15,16529,0,0,10.53
2025-10-16,8728,0,0,6.06
2025-10-17,26643,0,0,17.45
2025-10-18,19496,0,0,12.41
2025-10-19,5234,0,0,3.37
2025-10-20,10245,137.62,4.0,7.29
2025-10-21,2412,0,0,1.7
2025-10-22,3136,0,0,2.29
2025-10-23,7093,0,0,5.07
2025-10-24,5833,0,0,3.53
2025-10-25,4676,0,0,2.88
2025-10-26,12117,265.05,27.0,9.04
2025-10-27,11236,275.84,33.0,8.1
2025-10-28,17884,630.38,74.0,13.43
2025-10-29,557,255.03,39.0,0.43
2025-10-30,15741,433.1,50.0,11.33
2025-10-31,9335,243.23,32.0,6.94
2025-11-01,17150,484.45,30.0,12.78
2025-11-02,10343,326.56,23.0,7.59
2025-11-03,5953,0,0,4.29
2025-11-04,1163,0,0,0.88
2025-11-05,9648,234.71,23.0,11.8
2025-11-06,12141,0,0,8.57
2025-11-07,10108,439.47,68.0,7.82
2025-11-08,20059,572.71,49.0,15.1
2025-11-09,24867,577.35,65.0,19.45
2025-11-10,14186,530.83,66.0,10.57
2025-11-11,5415,445.3,57.0,4.88
2025-11-12,15892,532.94,80.0,11.31
2025-11-13,7809,448.7,58.0,6.13
2025-11-14,16393,538.63,56.0,12.46
2025-11-15,6400,229.87,18.0,4.92
2025-11-16,14632,410.81,44.0,10.68
2025-11-17,12709,430.86,35.0,9.41
2025-11-18,9379,565.11,67.0,9.05
2025-11-19,11921,323.93,22.0,8.69
2025-11-20,31124,665.53,54.0,22.32
2025-11-21,35238,671.29,74.0,25.84
2025-11-22,21971,414.53,24.0,15.79
2025-11-23,23399,450.13,38.0,17.59
2025-11-24,13988,521.61,55.0,10.14
2025-11-25,3544,432.03,62.0,2.59
2025-11-26,6610,516.47,50.0,5.15
2025-11-27,7732,242.84,24.0,5.54
2025-11-28,8926,300.66,16.0,6.4
2025-11-29,11971,312.71,34.0,8.7
2025-11-30,16849,462.39,43.0,12.17
2025-12-01,5294,2.68,0,3.38
2025-12-02,4792,3.41,0,2.97
2025-12-03,11376,285.76,31.0,8.28
2025-12-04,7089,0,0,4.21
2025-12-05,7016,0,0,4.59
2025-12-06,15275,370.91,44.0,11.32
2025-12-07,11785,332.73,33.0,8.82
2025-12-08,13949,262.94,19.0,10.04
2025-12-09,19,0,0,0.01
2025-12-10,9539,0,0,5.9
2025-12-11,398,182.65,60.0,0.24
2025-12-12,8010,262.71,23.0,5.99
2025-12-13,6936,13.7,1.0,4.7
2025-12-14,9967,0,0,6.73
2025-12-15,6681,403.46,62.0,4.45
2025-12-16,11908,495.04,54.0,8.74
2025-12-17,22941,969.32,169.0,16.14
2025-12-18,2438,8.83,1.0,1.84
2025-12-19,19694,487.23,46.0,14.65
2025-12-20,12774,427.37,35.0,9.28
2025-12-21,9121,268.94,31.0,6.61
2025-12-22,9877,279.49,15.0,7.1
2025-12-23,3039,107.97,0,1.98
2025-12-24,13886,412.5,53.0,9.76
2025-12-25,12021,368.65,28.0,8.6
2025-12-26,7825,87.74,3.0,5.37
2025-12-27,5451,0,0,3.54
2025-12-28,13651,0,0,8.36
2025-12-29,28779,0,0,18.34
2025-12-30,12335,0,0,8.31
2025-12-31,17370,0,0,11.82
2026-01-01,25260,0,0,16.52
2026-01-02,12329,0,0,7.67
2026-01-03,8374,0,0,5.55
2026-01-04,13752,0,0,9.16
2026-01-05,15984,0,0,10.89
2026-01-06,16733,0,0,11.22
2026-01-07,16284,0,0,10.59
2026-01-08,2422,0,0,1.61
2026-01-09,52949,0,0,35.1
2026-01-10,34908,0,0,23.84
2026-01-11,20648,0,0,13.98
2026-01-12,18991,0,0,12.99
2026-01-13,19044,0,0,12.48
2026-01-14,23738,0,0,15.45
2026-01-15,24044,0,0,15.92
2026-01-16,23802,0,0,16.07
2026-01-17,19672,0,0,12.8
2026-01-18,2205,0,0,1.51
2026-01-19,7622,0,0,5.06
2026-01-20,90,0,0,0.05
2026-01-21,42,0,0,0.02
2026-01-22,4340,0,0,2.78
2026-01-23,7081,0,0,4.6
